Date,Open,High,Low,Close,Volume,MA_7,MA_30,Year,Month,Daily Return
2026-06-03 15:30:00,1315.0,1324.0,1301.0,1313.2,20012293,1334.685714285714,1370.263333333333,2026,June,-0.0010649627263045192
2026-06-04 15:30:00,1301.0,1311.2,1293.1,1303.7,23474327,1325.642857142857,1368.6100000000001,2026,June,-0.007234236978373443
2026-06-05 15:30:00,1304.5,1306.0,1288.0,1291.0,17785223,1316.314285714286,1366.2400000000002,2026,June,-0.009741504947457291
2026-06-08 15:30:00,1277.0,1282.6,1259.2,1263.3,16494759,1303.857142857143,1363.57,2026,June,-0.021456235476374985
2026-06-09 15:30:00,1269.0,1274.2,1257.5,1269.2,23620214,1296.4285714285713,1361.6166666666666,2026,June,0.004670307923692052
2026-06-10 15:30:00,1275.0,1300.5,1254.4,1258.8,21012796,1287.685714285714,1358.05,2026,June,-0.008194138039710142
2026-06-11 15:30:00,1258.0,1276.0,1253.2,1263.0,13117486,1280.314285714286,1353.8533333333332,2026,June,0.003336510962821837
2026-06-12 15:30:00,1277.0,1297.0,1262.5,1293.0,11988785,1277.4285714285713,1349.4399999999998,2026,June,0.02375296912114022
2026-06-15 15:30:00,1315.3,1325.0,1303.3,1307.0,18633321,1277.8999999999999,1345.313333333333,2026,June,0.010827532869296164
2026-06-16 15:30:00,1313.4,1333.4,1306.4,1328.8,18513223,1283.3,1340.8366666666666,2026,June,0.016679418515684663
2026-06-17 15:30:00,1333.0,1334.0,1317.0,1332.7,10029170,1293.2142857142858,1336.4733333333331,2026,June,0.002934978928356591
2026-06-18 15:30:00,1330.0,1333.9,1322.0,1328.1,15494549,1301.6285714285714,1332.813333333333,2026,June,-0.0034516395287762514
2026-06-19 15:30:00,1328.0,1338.2,1305.3,1309.5,24887034,1308.8714285714286,1328.59,2026,June,-0.014004969505308273
2026-06-22 15:30:00,1316.7,1344.9,1314.1,1326.5,12931213,1317.9428571428573,1324.9666666666667,2026,June,0.012982054219167649
2026-06-23 15:30:00,1328.9,1333.0,1304.0,1309.5,15400184,1320.3,1322.3433333333335,2026,June,-0.012815680361854542
2026-06-24 15:30:00,1305.7,1322.0,1297.5,1313.6,11030917,1321.2428571428572,1320.6633333333334,2026,June,0.0031309660175637966
2026-06-25 15:30:00,1318.0,1328.0,1314.6,1318.1,12694362,1319.7142857142858,1319.3066666666668,2026,June,0.003425700365408124
2026-06-29 15:30:00,1308.0,1313.7,1292.6,1301.0,13757656,1315.185714285714,1317.28,2026,June,-0.012973219027387795
2026-06-30 15:30:00,1306.9,1306.9,1290.0,1293.9,15695263,1310.3,1315.8633333333335,2026,June,-0.005457340507301955
2026-07-01 15:30:00,1298.9,1312.2,1296.5,1308.0,7001401,1310.0857142857144,1314.9333333333334,2026,July,0.01089728727104089
2026-07-02 15:30:00,1310.0,1313.2,1299.0,1303.5,17795024,1306.8,1314.2933333333335,2026,July,-0.0034403669724770714
2026-07-03 15:30:00,1312.0,1312.0,1302.0,1304.0,7839550,1306.0142857142857,1312.4366666666667,2026,July,0.0003835826620637306
2026-07-06 15:30:00,1304.0,1325.6,1299.4,1321.3,7610709,1307.1142857142856,1311.493333333333,2026,July,0.013266871165644067
2026-07-07 15:30:00,1323.5,1328.0,1304.1,1308.4,14335554,1305.7285714285715,1309.9566666666665,2026,July,-0.009763112086581316
2026-07-08 15:30:00,1297.0,1302.3,1271.6,1275.9,19960868,1302.142857142857,1306.9199999999998,2026,July,-0.024839498624273926
2026-07-09 15:30:00,1277.1,1296.5,1274.2,1279.8,14651963,1300.1285714285716,1304.3700000000001,2026,July,0.0030566658829060955
2026-07-10 15:30:00,1291.9,1311.1,1287.8,1307.8,8412537,1300.1000000000001,1302.9466666666667,2026,July,0.021878418502891073
2026-07-13 15:30:00,1300.0,1306.4,1295.0,1296.9,9488352,1299.1571428571428,1302.1366666666665,2026,July,-0.008334607738186173
2026-07-14 15:30:00,1290.0,1308.0,1286.9,1293.0,13511284,1297.5857142857144,1301.2366666666667,2026,July,-0.0030071709461023666
2026-07-15 15:30:00,1294.1,1310.9,1294.1,1295.5,9577965,1293.9,1300.6,2026,July,0.0019334880123742515
2026-07-16 15:30:00,1295.5,1309.4,1291.8,1296.6,15631046,1292.2142857142858,1300.0466666666666,2026,July,0.0008490930142801556
2026-07-17 15:30:00,1300.0,1330.3,1296.1,1327.2,18302218,1299.542857142857,1300.8299999999997,2026,July,0.023600185099491133
2026-07-20 15:30:00,1317.2,1345.9,1314.9,1323.1,14305844,1305.7285714285715,1301.9,2026,July,-0.0030892103676914973
2026-07-21 15:30:00,1321.0,1326.9,1302.7,1303.7,12753410,1305.142857142857,1303.2466666666667,2026,July,-0.014662534955785511
2026-07-22 15:30:00,1302.0,1304.6,1280.7,1288.6,10840383,1303.957142857143,1303.8933333333332,2026,July,-0.011582419268236666
2026-07-23 15:30:00,1283.0,1287.3,1268.0,1272.2,12580741,1300.9857142857143,1304.3400000000001,2026,July,-0.012726990532360594
2026-07-24 15:30:00,1265.0,1283.4,1249.8,1278.0,9817000,1298.4857142857143,1304.8400000000001,2026,July,0.004559031598805108
2026-07-27 15:30:00,1288.2,1288.7,1278.0,1280.0,7163132,1296.1142857142856,1304.4066666666668,2026,July,0.0015649452269170805
2026-07-28 15:30:00,1275.0,1279.2,1265.9,1267.7,9312184,1287.6142857142856,1303.0966666666668,2026,July,-0.00960937499999992
